video_stem,superimage_path,labels_str,fold
d15853,data/super_images/d15853_3x3.jpg,1 7,3
d15866,data/super_images/d15866_3x3.jpg,1,0
d15872,data/super_images/d15872_3x3.jpg,9,2
d15873,data/super_images/d15873_3x3.jpg,1 15,3
d15875,data/super_images/d15875_3x3.jpg,1 5,0
d15996,data/super_images/d15996_3x3.jpg,3,0
d16002,data/super_images/d16002_3x3.jpg,3 5,0
d16034,data/super_images/d16034_3x3.jpg,2 3,0
d16043,data/super_images/d16043_3x3.jpg,4,0
d16055,data/super_images/d16055_3x3.jpg,1 5,4
d16065,data/super_images/d16065_3x3.jpg,3,2
d16074,data/super_images/d16074_3x3.jpg,1 3 4,0
d16084,data/super_images/d16084_3x3.jpg,5,4
d16092,data/super_images/d16092_3x3.jpg,1 3 5,1
d16107,data/super_images/d16107_3x3.jpg,5,3
d16109,data/super_images/d16109_3x3.jpg,1 2,3
d16113,data/super_images/d16113_3x3.jpg,1,2
d16117,data/super_images/d16117_3x3.jpg,1 5,3
d16122,data/super_images/d16122_3x3.jpg,3,3
d16131,data/super_images/d16131_3x3.jpg,2 3 13,2
d16142,data/super_images/d16142_3x3.jpg,1 2,2
d16143,data/super_images/d16143_3x3.jpg,3,3
d16168,data/super_images/d16168_3x3.jpg,1,3
d16169,data/super_images/d16169_3x3.jpg,10,2
d16170,data/super_images/d16170_3x3.jpg,1,4
d16178,data/super_images/d16178_3x3.jpg,2 3,0
d16204,data/super_images/d16204_3x3.jpg,2 3,4
d16211,data/super_images/d16211_3x3.jpg,3,0
d16213,data/super_images/d16213_3x3.jpg,1,0
d16214,data/super_images/d16214_3x3.jpg,6,4
d16219,data/super_images/d16219_3x3.jpg,1,2
d16223,data/super_images/d16223_3x3.jpg,1 2,1
d16232,data/super_images/d16232_3x3.jpg,1 3,0
d16275,data/super_images/d16275_3x3.jpg,9 12,2
d16277,data/super_images/d16277_3x3.jpg,1 12,4
d16285,data/super_images/d16285_3x3.jpg,1 2,2
d16287,data/super_images/d16287_3x3.jpg,3,2
d16294,data/super_images/d16294_3x3.jpg,3 4,3
d16301,data/super_images/d16301_3x3.jpg,1 4 6,1
d16309,data/super_images/d16309_3x3.jpg,4,4
d16310,data/super_images/d16310_3x3.jpg,3 4 14,1
d16315,data/super_images/d16315_3x3.jpg,5,1
d16319,data/super_images/d16319_3x3.jpg,1 6 14,4
d16329,data/super_images/d16329_3x3.jpg,3,1
d16340,data/super_images/d16340_3x3.jpg,4,3
d16345,data/super_images/d16345_3x3.jpg,1 2 4,4
d16347,data/super_images/d16347_3x3.jpg,2 4,0
d16357,data/super_images/d16357_3x3.jpg,4,1
d16362,data/super_images/d16362_3x3.jpg,3,3
d16381,data/super_images/d16381_3x3.jpg,3,2
d16395,data/super_images/d16395_3x3.jpg,3,1
d16397,data/super_images/d16397_3x3.jpg,3 8,4
d16399,data/super_images/d16399_3x3.jpg,1,1
d16408,data/super_images/d16408_3x3.jpg,1 10,2
d16410,data/super_images/d16410_3x3.jpg,1 2,4
d16418,data/super_images/d16418_3x3.jpg,3,2
d16424,data/super_images/d16424_3x3.jpg,3,0
d16428,data/super_images/d16428_3x3.jpg,3,1
d16430,data/super_images/d16430_3x3.jpg,1 6,1
d16451,data/super_images/d16451_3x3.jpg,1 10 11,3
d16454,data/super_images/d16454_3x3.jpg,3 4 15,3
d16455,data/super_images/d16455_3x3.jpg,3,4
d16462,data/super_images/d16462_3x3.jpg,3,2
d16464,data/super_images/d16464_3x3.jpg,1 7 14,3
d16467,data/super_images/d16467_3x3.jpg,3,2
d16472,data/super_images/d16472_3x3.jpg,1 7,0
d16474,data/super_images/d16474_3x3.jpg,7,0
d16492,data/super_images/d16492_3x3.jpg,9 16,4
d16509,data/super_images/d16509_3x3.jpg,10,1
d17164,data/super_images/d17164_3x3.jpg,6,1
d17169,data/super_images/d17169_3x3.jpg,13,3
d17171,data/super_images/d17171_3x3.jpg,1 4,1
d17195,data/super_images/d17195_3x3.jpg,2 4,3
d17197,data/super_images/d17197_3x3.jpg,3 5,1
d17199,data/super_images/d17199_3x3.jpg,1 5,1
d17200,data/super_images/d17200_3x3.jpg,3 5,3
d17204,data/super_images/d17204_3x3.jpg,2 3,1
d17206,data/super_images/d17206_3x3.jpg,1 2 7,3
d17207,data/super_images/d17207_3x3.jpg,3,0
d17217,data/super_images/d17217_3x3.jpg,3,1
d17239,data/super_images/d17239_3x3.jpg,2 3,0
d17245,data/super_images/d17245_3x3.jpg,1 3 6,1
d17247,data/super_images/d17247_3x3.jpg,2 3 6,1
d17248,data/super_images/d17248_3x3.jpg,1 2 6,2
d17254,data/super_images/d17254_3x3.jpg,2 3 11,1
d16522,data/super_images/d16522_3x3.jpg,10,3
d16545,data/super_images/d16545_3x3.jpg,5,3
d16563,data/super_images/d16563_3x3.jpg,3,4
d16592,data/super_images/d16592_3x3.jpg,5,3
d16595,data/super_images/d16595_3x3.jpg,6,2
d16775,data/super_images/d16775_3x3.jpg,2 3,0
d16776,data/super_images/d16776_3x3.jpg,2 3,3
d16819,data/super_images/d16819_3x3.jpg,7,4
d16820,data/super_images/d16820_3x3.jpg,3,0
d16828,data/super_images/d16828_3x3.jpg,2 3 11,4
d16829,data/super_images/d16829_3x3.jpg,1 3,0
d16844,data/super_images/d16844_3x3.jpg,1 2,0
d16952,data/super_images/d16952_3x3.jpg,1 2,3
d17004,data/super_images/d17004_3x3.jpg,3,4
d17006,data/super_images/d17006_3x3.jpg,3,0
d17009,data/super_images/d17009_3x3.jpg,3,1
d17012,data/super_images/d17012_3x3.jpg,2 6,2
d17016,data/super_images/d17016_3x3.jpg,1 8,3
d17027,data/super_images/d17027_3x3.jpg,1 4,2
d17032,data/super_images/d17032_3x3.jpg,3,2
d17051,data/super_images/d17051_3x3.jpg,4 6,3
d17073,data/super_images/d17073_3x3.jpg,3,0
d17081,data/super_images/d17081_3x3.jpg,2 3,1
d17105,data/super_images/d17105_3x3.jpg,2 11,0
d17127,data/super_images/d17127_3x3.jpg,3 6,2
d17137,data/super_images/d17137_3x3.jpg,3,4
d17138,data/super_images/d17138_3x3.jpg,2 6,4
d17143,data/super_images/d17143_3x3.jpg,1 2,3
d17150,data/super_images/d17150_3x3.jpg,1 10,0
d17153,data/super_images/d17153_3x3.jpg,1 4,3
d17157,data/super_images/d17157_3x3.jpg,1 3 6,1
d17158,data/super_images/d17158_3x3.jpg,7,3
d17464,data/super_images/d17464_3x3.jpg,1 2,2
d17473,data/super_images/d17473_3x3.jpg,8,1
d17474,data/super_images/d17474_3x3.jpg,6,3
d17546,data/super_images/d17546_3x3.jpg,1,1
d17553,data/super_images/d17553_3x3.jpg,1,0
d17564,data/super_images/d17564_3x3.jpg,3,4
d17568,data/super_images/d17568_3x3.jpg,8,0
d17573,data/super_images/d17573_3x3.jpg,1,3
d17576,data/super_images/d17576_3x3.jpg,1 6,2
d17598,data/super_images/d17598_3x3.jpg,8,2
d17606,data/super_images/d17606_3x3.jpg,1 2,3
d17668,data/super_images/d17668_3x3.jpg,1,3
d17672,data/super_images/d17672_3x3.jpg,2 3,4
d17700,data/super_images/d17700_3x3.jpg,4,3
d17708,data/super_images/d17708_3x3.jpg,4 7,2
d17719,data/super_images/d17719_3x3.jpg,3 9 13,3
d17256,data/super_images/d17256_3x3.jpg,3 6,1
d17262,data/super_images/d17262_3x3.jpg,1 2 11,0
d17278,data/super_images/d17278_3x3.jpg,1 6,1
d17279,data/super_images/d17279_3x3.jpg,1 2 3 11,4
d17286,data/super_images/d17286_3x3.jpg,6 7,4
d17299,data/super_images/d17299_3x3.jpg,2 4,4
d17305,data/super_images/d17305_3x3.jpg,2 3 11,3
d17306,data/super_images/d17306_3x3.jpg,1 2 6 13,0
d17314,data/super_images/d17314_3x3.jpg,1,4
d17367,data/super_images/d17367_3x3.jpg,1 2,3
d17399,data/super_images/d17399_3x3.jpg,1 7,2
d17404,data/super_images/d17404_3x3.jpg,3,2
d17409,data/super_images/d17409_3x3.jpg,1,4
d17428,data/super_images/d17428_3x3.jpg,8,0
d17443,data/super_images/d17443_3x3.jpg,8,0
d17458,data/super_images/d17458_3x3.jpg,3 6,0
d17929,data/super_images/d17929_3x3.jpg,8 9,4
d17934,data/super_images/d17934_3x3.jpg,8,2
d17961,data/super_images/d17961_3x3.jpg,3,3
d17969,data/super_images/d17969_3x3.jpg,6 14,3
d17983,data/super_images/d17983_3x3.jpg,10 14,0
d17987,data/super_images/d17987_3x3.jpg,6,1
d17990,data/super_images/d17990_3x3.jpg,1 6,3
d17992,data/super_images/d17992_3x3.jpg,6 14,3
d17993,data/super_images/d17993_3x3.jpg,7 14 15,1
d17995,data/super_images/d17995_3x3.jpg,6 12,0
d17999,data/super_images/d17999_3x3.jpg,9,3
d18001,data/super_images/d18001_3x3.jpg,1 7,2
d18002,data/super_images/d18002_3x3.jpg,3 15,1
d18005,data/super_images/d18005_3x3.jpg,6,3
d18009,data/super_images/d18009_3x3.jpg,1,4
d18012,data/super_images/d18012_3x3.jpg,1 6,1
d17724,data/super_images/d17724_3x3.jpg,4 9,0
d17733,data/super_images/d17733_3x3.jpg,4,1
d17751,data/super_images/d17751_3x3.jpg,3 11,1
d17753,data/super_images/d17753_3x3.jpg,8,0
d17759,data/super_images/d17759_3x3.jpg,2 5,0
d17773,data/super_images/d17773_3x3.jpg,1 5,4
d17790,data/super_images/d17790_3x3.jpg,2 5,1
d17852,data/super_images/d17852_3x3.jpg,16,4
d17869,data/super_images/d17869_3x3.jpg,2 4 10,1
d17871,data/super_images/d17871_3x3.jpg,1 8,3
d17875,data/super_images/d17875_3x3.jpg,2 10,2
d17878,data/super_images/d17878_3x3.jpg,3 10,0
d17884,data/super_images/d17884_3x3.jpg,8,3
d17920,data/super_images/d17920_3x3.jpg,3 8 14 15,4
d17922,data/super_images/d17922_3x3.jpg,1 7,2
d17926,data/super_images/d17926_3x3.jpg,6,1
d18014,data/super_images/d18014_3x3.jpg,2 6,0
d18021,data/super_images/d18021_3x3.jpg,3 7 12,2
d18068,data/super_images/d18068_3x3.jpg,1 3,4
d18074,data/super_images/d18074_3x3.jpg,1,0
d18093,data/super_images/d18093_3x3.jpg,7,3
d18098,data/super_images/d18098_3x3.jpg,8,2
d18111,data/super_images/d18111_3x3.jpg,3,1
d18115,data/super_images/d18115_3x3.jpg,6,4
d18128,data/super_images/d18128_3x3.jpg,1 8,3
d18140,data/super_images/d18140_3x3.jpg,3 11,4
d18141,data/super_images/d18141_3x3.jpg,1,1
d18142,data/super_images/d18142_3x3.jpg,1,3
d18144,data/super_images/d18144_3x3.jpg,1 5,2
d18147,data/super_images/d18147_3x3.jpg,2 3,3
d18148,data/super_images/d18148_3x3.jpg,1 5 6,0
d18152,data/super_images/d18152_3x3.jpg,3 6,3
d18155,data/super_images/d18155_3x3.jpg,1,2
d18156,data/super_images/d18156_3x3.jpg,3,0
d18158,data/super_images/d18158_3x3.jpg,1,4
d18160,data/super_images/d18160_3x3.jpg,2,2
d18170,data/super_images/d18170_3x3.jpg,1,1
d18179,data/super_images/d18179_3x3.jpg,2 5,1
d18186,data/super_images/d18186_3x3.jpg,8,1
d18189,data/super_images/d18189_3x3.jpg,3,4
d18192,data/super_images/d18192_3x3.jpg,2 3,0
d18213,data/super_images/d18213_3x3.jpg,1,1
d18215,data/super_images/d18215_3x3.jpg,3,1
d18216,data/super_images/d18216_3x3.jpg,1,4
d18218,data/super_images/d18218_3x3.jpg,3,3
d18229,data/super_images/d18229_3x3.jpg,1,4
d18240,data/super_images/d18240_3x3.jpg,1 2 4,1
d18248,data/super_images/d18248_3x3.jpg,6,3
d18440,data/super_images/d18440_3x3.jpg,3 4 6,2
d18447,data/super_images/d18447_3x3.jpg,3 4,3
d18450,data/super_images/d18450_3x3.jpg,1 6,3
d18458,data/super_images/d18458_3x3.jpg,1 5 6,0
d18467,data/super_images/d18467_3x3.jpg,1,3
d18469,data/super_images/d18469_3x3.jpg,1 6,2
d18470,data/super_images/d18470_3x3.jpg,1 6 7,4
d18488,data/super_images/d18488_3x3.jpg,1,2
d18489,data/super_images/d18489_3x3.jpg,2 3,0
d18542,data/super_images/d18542_3x3.jpg,1,3
d18543,data/super_images/d18543_3x3.jpg,1 6,1
d18544,data/super_images/d18544_3x3.jpg,1 6,0
d18559,data/super_images/d18559_3x3.jpg,1 2 8,3
d18569,data/super_images/d18569_3x3.jpg,2 7,0
d18573,data/super_images/d18573_3x3.jpg,1 2 8,4
d18574,data/super_images/d18574_3x3.jpg,2 7,4
d18257,data/super_images/d18257_3x3.jpg,4 9,0
d18262,data/super_images/d18262_3x3.jpg,6,4
d18263,data/super_images/d18263_3x3.jpg,6,0
d18267,data/super_images/d18267_3x3.jpg,3,1
d18269,data/super_images/d18269_3x3.jpg,5 7,4
d18274,data/super_images/d18274_3x3.jpg,1,1
d18275,data/super_images/d18275_3x3.jpg,1,0
d18276,data/super_images/d18276_3x3.jpg,1,0
d18277,data/super_images/d18277_3x3.jpg,3 4 6,0
d18281,data/super_images/d18281_3x3.jpg,6,4
d18282,data/super_images/d18282_3x3.jpg,6,1
d18292,data/super_images/d18292_3x3.jpg,11,1
d18295,data/super_images/d18295_3x3.jpg,1 6 11,4
d18297,data/super_images/d18297_3x3.jpg,3,2
d18307,data/super_images/d18307_3x3.jpg,1,3
d18315,data/super_images/d18315_3x3.jpg,1 5,1
d18323,data/super_images/d18323_3x3.jpg,3,1
d18324,data/super_images/d18324_3x3.jpg,1 8,4
d18334,data/super_images/d18334_3x3.jpg,7 14,2
d18337,data/super_images/d18337_3x3.jpg,7,0
d18339,data/super_images/d18339_3x3.jpg,7,4
d18349,data/super_images/d18349_3x3.jpg,7,4
d18355,data/super_images/d18355_3x3.jpg,14,4
d18365,data/super_images/d18365_3x3.jpg,2,4
d18373,data/super_images/d18373_3x3.jpg,8,0
d18379,data/super_images/d18379_3x3.jpg,3,4
d18386,data/super_images/d18386_3x3.jpg,8,4
d18396,data/super_images/d18396_3x3.jpg,9,0
d18403,data/super_images/d18403_3x3.jpg,3,1
d18405,data/super_images/d18405_3x3.jpg,1 2 4,2
d18406,data/super_images/d18406_3x3.jpg,4 9,2
d18433,data/super_images/d18433_3x3.jpg,3,4
d18761,data/super_images/d18761_3x3.jpg,1 6,2
d18766,data/super_images/d18766_3x3.jpg,1 2,4
d18775,data/super_images/d18775_3x3.jpg,3 6,0
d18783,data/super_images/d18783_3x3.jpg,8,3
d18789,data/super_images/d18789_3x3.jpg,8,4
d18806,data/super_images/d18806_3x3.jpg,1 7 16,0
d18826,data/super_images/d18826_3x3.jpg,8,3
d18829,data/super_images/d18829_3x3.jpg,8,2
d18842,data/super_images/d18842_3x3.jpg,1,4
d18867,data/super_images/d18867_3x3.jpg,8 11,3
d18893,data/super_images/d18893_3x3.jpg,8,3
d18909,data/super_images/d18909_3x3.jpg,1 7,4
d18916,data/super_images/d18916_3x3.jpg,8,1
d18924,data/super_images/d18924_3x3.jpg,1 7,0
d18943,data/super_images/d18943_3x3.jpg,1 8,4
d18992,data/super_images/d18992_3x3.jpg,1 7,1
d19084,data/super_images/d19084_3x3.jpg,8 12,1
d19086,data/super_images/d19086_3x3.jpg,6,0
d19090,data/super_images/d19090_3x3.jpg,2,2
d19091,data/super_images/d19091_3x3.jpg,1 6 11,0
d19092,data/super_images/d19092_3x3.jpg,13,1
d19094,data/super_images/d19094_3x3.jpg,11,2
d19096,data/super_images/d19096_3x3.jpg,1 6,4
d19104,data/super_images/d19104_3x3.jpg,1 7,4
d19106,data/super_images/d19106_3x3.jpg,2 3 5 8,2
d19113,data/super_images/d19113_3x3.jpg,1 8,2
d19114,data/super_images/d19114_3x3.jpg,1 11,1
d19122,data/super_images/d19122_3x3.jpg,3 6,3
d19123,data/super_images/d19123_3x3.jpg,7,1
d19139,data/super_images/d19139_3x3.jpg,6,1
d19143,data/super_images/d19143_3x3.jpg,8 11 12,3
d19154,data/super_images/d19154_3x3.jpg,1 11,4
d18575,data/super_images/d18575_3x3.jpg,1 2,3
d18576,data/super_images/d18576_3x3.jpg,1 7,1
d18591,data/super_images/d18591_3x3.jpg,8,1
d18594,data/super_images/d18594_3x3.jpg,6 8 11,0
d18596,data/super_images/d18596_3x3.jpg,1 6,1
d18634,data/super_images/d18634_3x3.jpg,3,1
d18637,data/super_images/d18637_3x3.jpg,1 8,3
d18650,data/super_images/d18650_3x3.jpg,6 7,1
d18676,data/super_images/d18676_3x3.jpg,1 8,2
d18700,data/super_images/d18700_3x3.jpg,1 11,1
d18701,data/super_images/d18701_3x3.jpg,3,4
d18721,data/super_images/d18721_3x3.jpg,11 15,3
d18723,data/super_images/d18723_3x3.jpg,4,2
d18730,data/super_images/d18730_3x3.jpg,1 2 15,1
d18752,data/super_images/d18752_3x3.jpg,3 6,2
d18754,data/super_images/d18754_3x3.jpg,3,2
d19003,data/super_images/d19003_3x3.jpg,3,4
d19007,data/super_images/d19007_3x3.jpg,4 9,1
d19012,data/super_images/d19012_3x3.jpg,1 5,0
d19014,data/super_images/d19014_3x3.jpg,2 7,4
d19021,data/super_images/d19021_3x3.jpg,1 5 11,0
d19023,data/super_images/d19023_3x3.jpg,3,2
d19043,data/super_images/d19043_3x3.jpg,1 11,1
d19045,data/super_images/d19045_3x3.jpg,4 5,1
d19054,data/super_images/d19054_3x3.jpg,2 10 11,2
d19057,data/super_images/d19057_3x3.jpg,8,0
d19060,data/super_images/d19060_3x3.jpg,1 6,1
d19062,data/super_images/d19062_3x3.jpg,6,2
d19068,data/super_images/d19068_3x3.jpg,6,4
d19076,data/super_images/d19076_3x3.jpg,1 8,3
d19080,data/super_images/d19080_3x3.jpg,3,0
d19082,data/super_images/d19082_3x3.jpg,8,1
d19165,data/super_images/d19165_3x3.jpg,3,2
d19174,data/super_images/d19174_3x3.jpg,1 7,0
d19178,data/super_images/d19178_3x3.jpg,3,3
d19182,data/super_images/d19182_3x3.jpg,3,1
d19184,data/super_images/d19184_3x3.jpg,3,4
d19188,data/super_images/d19188_3x3.jpg,1 8,0
d19190,data/super_images/d19190_3x3.jpg,6,1
d19191,data/super_images/d19191_3x3.jpg,11,3
d19203,data/super_images/d19203_3x3.jpg,9,4
d19209,data/super_images/d19209_3x3.jpg,7,0
d19214,data/super_images/d19214_3x3.jpg,1 6 7,1
d19221,data/super_images/d19221_3x3.jpg,1 7,1
d19224,data/super_images/d19224_3x3.jpg,4 9,2
d19231,data/super_images/d19231_3x3.jpg,3 4,4
d19236,data/super_images/d19236_3x3.jpg,6,1
d19237,data/super_images/d19237_3x3.jpg,1 8,3
d20025,data/super_images/d20025_3x3.jpg,2 4 8 9,2
d20034,data/super_images/d20034_3x3.jpg,3 4,3
d20035,data/super_images/d20035_3x3.jpg,3 6,2
d20038,data/super_images/d20038_3x3.jpg,1 4,1
d20041,data/super_images/d20041_3x3.jpg,2 4,3
d20055,data/super_images/d20055_3x3.jpg,1 8,4
d20076,data/super_images/d20076_3x3.jpg,1 6,4
d20088,data/super_images/d20088_3x3.jpg,2 8 11,1
d20097,data/super_images/d20097_3x3.jpg,1 7,1
d20101,data/super_images/d20101_3x3.jpg,8,1
d20121,data/super_images/d20121_3x3.jpg,4,3
d20122,data/super_images/d20122_3x3.jpg,1 4 8,4
d20158,data/super_images/d20158_3x3.jpg,6,0
d20166,data/super_images/d20166_3x3.jpg,8,0
d20168,data/super_images/d20168_3x3.jpg,4,0
d20169,data/super_images/d20169_3x3.jpg,4,0
d20347,data/super_images/d20347_3x3.jpg,13,2
d20348,data/super_images/d20348_3x3.jpg,13,3
d20369,data/super_images/d20369_3x3.jpg,2,3
d20381,data/super_images/d20381_3x3.jpg,1 4,0
d20386,data/super_images/d20386_3x3.jpg,1 4,2
d20389,data/super_images/d20389_3x3.jpg,1 8,0
d20391,data/super_images/d20391_3x3.jpg,1 8,2
d20394,data/super_images/d20394_3x3.jpg,6,1
d20399,data/super_images/d20399_3x3.jpg,1 6,3
d20405,data/super_images/d20405_3x3.jpg,1 4,4
d20411,data/super_images/d20411_3x3.jpg,11,1
d20413,data/super_images/d20413_3x3.jpg,2 6,1
d20427,data/super_images/d20427_3x3.jpg,2 4,4
d20430,data/super_images/d20430_3x3.jpg,1 4 12,2
d20431,data/super_images/d20431_3x3.jpg,3,4
d20433,data/super_images/d20433_3x3.jpg,1,4
d20437,data/super_images/d20437_3x3.jpg,1,1
d20439,data/super_images/d20439_3x3.jpg,3,3
d20442,data/super_images/d20442_3x3.jpg,1,3
d20443,data/super_images/d20443_3x3.jpg,1,1
d20444,data/super_images/d20444_3x3.jpg,1 2,3
d20450,data/super_images/d20450_3x3.jpg,2 3 11 13,3
d20451,data/super_images/d20451_3x3.jpg,2 3 8,1
d20485,data/super_images/d20485_3x3.jpg,8 11,2
d20500,data/super_images/d20500_3x3.jpg,8 11,0
d20505,data/super_images/d20505_3x3.jpg,11,1
d20532,data/super_images/d20532_3x3.jpg,8,0
d20537,data/super_images/d20537_3x3.jpg,1 2 10,3
d20542,data/super_images/d20542_3x3.jpg,8,1
d20546,data/super_images/d20546_3x3.jpg,1 8 10,1
d20547,data/super_images/d20547_3x3.jpg,8 10,4
d20549,data/super_images/d20549_3x3.jpg,8 10,1
d20265,data/super_images/d20265_3x3.jpg,1,1
d20267,data/super_images/d20267_3x3.jpg,1 11,1
d20273,data/super_images/d20273_3x3.jpg,3 10,0
d20275,data/super_images/d20275_3x3.jpg,10,1
d20288,data/super_images/d20288_3x3.jpg,10 11,2
d20294,data/super_images/d20294_3x3.jpg,10 11,1
d20295,data/super_images/d20295_3x3.jpg,10 11,3
d20312,data/super_images/d20312_3x3.jpg,2 3 10,4
d20313,data/super_images/d20313_3x3.jpg,1 10,4
d20317,data/super_images/d20317_3x3.jpg,10 11,2
d20323,data/super_images/d20323_3x3.jpg,1 10,0
d20332,data/super_images/d20332_3x3.jpg,2 4 12,0
d20337,data/super_images/d20337_3x3.jpg,1 2,4
d20338,data/super_images/d20338_3x3.jpg,6,3
d20343,data/super_images/d20343_3x3.jpg,11,3
d20344,data/super_images/d20344_3x3.jpg,3,2
d20179,data/super_images/d20179_3x3.jpg,1 10,4
d20186,data/super_images/d20186_3x3.jpg,1 7 8,2
d20190,data/super_images/d20190_3x3.jpg,1,0
d20198,data/super_images/d20198_3x3.jpg,6 10,3
d20199,data/super_images/d20199_3x3.jpg,2,3
d20208,data/super_images/d20208_3x3.jpg,8,0
d20215,data/super_images/d20215_3x3.jpg,4,1
d20228,data/super_images/d20228_3x3.jpg,11,1
d20230,data/super_images/d20230_3x3.jpg,6,3
d20231,data/super_images/d20231_3x3.jpg,4 7,3
d20245,data/super_images/d20245_3x3.jpg,1 6,3
d20249,data/super_images/d20249_3x3.jpg,1 8,1
d20252,data/super_images/d20252_3x3.jpg,3 8 11,3
d20257,data/super_images/d20257_3x3.jpg,10 11,4
d20263,data/super_images/d20263_3x3.jpg,10,0
d20264,data/super_images/d20264_3x3.jpg,1,2
d20552,data/super_images/d20552_3x3.jpg,3,2
d20554,data/super_images/d20554_3x3.jpg,1 7,2
d20566,data/super_images/d20566_3x3.jpg,8,4
d20575,data/super_images/d20575_3x3.jpg,1 11,3
d20584,data/super_images/d20584_3x3.jpg,1 2,0
d20589,data/super_images/d20589_3x3.jpg,1 8,3
d20590,data/super_images/d20590_3x3.jpg,1 8,0
d20591,data/super_images/d20591_3x3.jpg,11,3
d20594,data/super_images/d20594_3x3.jpg,3 10 11,2
d20598,data/super_images/d20598_3x3.jpg,2 3 4,1
d20605,data/super_images/d20605_3x3.jpg,10 11,3
d20610,data/super_images/d20610_3x3.jpg,11,1
d20613,data/super_images/d20613_3x3.jpg,2 11,3
d20617,data/super_images/d20617_3x3.jpg,1 15,1
d20619,data/super_images/d20619_3x3.jpg,12,1
d20628,data/super_images/d20628_3x3.jpg,3 11,1
d20631,data/super_images/d20631_3x3.jpg,2 11,0
d20632,data/super_images/d20632_3x3.jpg,8 12,0
d20633,data/super_images/d20633_3x3.jpg,12,3
d20652,data/super_images/d20652_3x3.jpg,8,3
d20661,data/super_images/d20661_3x3.jpg,8 10,0
d20668,data/super_images/d20668_3x3.jpg,1 10,0
d20670,data/super_images/d20670_3x3.jpg,8,2
d20673,data/super_images/d20673_3x3.jpg,4 10,2
d20674,data/super_images/d20674_3x3.jpg,6,4
d20677,data/super_images/d20677_3x3.jpg,1 2 10,3
d20679,data/super_images/d20679_3x3.jpg,6 10,4
d20688,data/super_images/d20688_3x3.jpg,1 7,3
d20707,data/super_images/d20707_3x3.jpg,1 7,4
d20712,data/super_images/d20712_3x3.jpg,1 8,4
d20713,data/super_images/d20713_3x3.jpg,8,0
d20715,data/super_images/d20715_3x3.jpg,10,3
d20812,data/super_images/d20812_3x3.jpg,1 7,2
d20818,data/super_images/d20818_3x3.jpg,6,2
d20821,data/super_images/d20821_3x3.jpg,1 6 7,2
d20822,data/super_images/d20822_3x3.jpg,11,3
d20823,data/super_images/d20823_3x3.jpg,8,1
d20824,data/super_images/d20824_3x3.jpg,8,2
d20828,data/super_images/d20828_3x3.jpg,10,0
d20829,data/super_images/d20829_3x3.jpg,1 8,2
d20840,data/super_images/d20840_3x3.jpg,1 8 16,2
d20842,data/super_images/d20842_3x3.jpg,7,0
d20845,data/super_images/d20845_3x3.jpg,11,1
d20846,data/super_images/d20846_3x3.jpg,1 10,3
d20847,data/super_images/d20847_3x3.jpg,1 2 10,0
d20850,data/super_images/d20850_3x3.jpg,10,0
d20855,data/super_images/d20855_3x3.jpg,10,4
d20861,data/super_images/d20861_3x3.jpg,12,0
d20719,data/super_images/d20719_3x3.jpg,1 13 15,3
d20726,data/super_images/d20726_3x3.jpg,1 2 6,2
d20728,data/super_images/d20728_3x3.jpg,2 10 11,0
d20731,data/super_images/d20731_3x3.jpg,1 10,3
d20733,data/super_images/d20733_3x3.jpg,1 8,1
d20739,data/super_images/d20739_3x3.jpg,1 7,3
d20740,data/super_images/d20740_3x3.jpg,7,3
d20743,data/super_images/d20743_3x3.jpg,6,3
d20745,data/super_images/d20745_3x3.jpg,10,4
d20762,data/super_images/d20762_3x3.jpg,8,0
d20779,data/super_images/d20779_3x3.jpg,8,1
d20781,data/super_images/d20781_3x3.jpg,2,4
d20786,data/super_images/d20786_3x3.jpg,8,2
d20794,data/super_images/d20794_3x3.jpg,2,4
d20796,data/super_images/d20796_3x3.jpg,1 7,1
d20800,data/super_images/d20800_3x3.jpg,2,2
d20862,data/super_images/d20862_3x3.jpg,1 10,4
d20868,data/super_images/d20868_3x3.jpg,2,1
d20870,data/super_images/d20870_3x3.jpg,8,2
d20871,data/super_images/d20871_3x3.jpg,16,1
d20874,data/super_images/d20874_3x3.jpg,1 11,1
d20876,data/super_images/d20876_3x3.jpg,2,2
d20879,data/super_images/d20879_3x3.jpg,6,2
d20901,data/super_images/d20901_3x3.jpg,5,0
d20907,data/super_images/d20907_3x3.jpg,1 4,2
d20908,data/super_images/d20908_3x3.jpg,4,1
d20912,data/super_images/d20912_3x3.jpg,2 6,1
d20921,data/super_images/d20921_3x3.jpg,4 13,3
d20923,data/super_images/d20923_3x3.jpg,8,0
d20925,data/super_images/d20925_3x3.jpg,9,4
d20926,data/super_images/d20926_3x3.jpg,9,3
d20935,data/super_images/d20935_3x3.jpg,4 10,2
d20936,data/super_images/d20936_3x3.jpg,5,0
d20937,data/super_images/d20937_3x3.jpg,1 5,4
d20939,data/super_images/d20939_3x3.jpg,1 2,3
d20942,data/super_images/d20942_3x3.jpg,2,4
d20951,data/super_images/d20951_3x3.jpg,3 4,3
d20953,data/super_images/d20953_3x3.jpg,9,4
d20958,data/super_images/d20958_3x3.jpg,5,1
d20963,data/super_images/d20963_3x3.jpg,5,3
d20975,data/super_images/d20975_3x3.jpg,1 5,3
d20976,data/super_images/d20976_3x3.jpg,5,3
